race_name,course_len,rotation,weather,race_type,ground_state,date
日吉特別 ,1400,左,雨,ダート,稍重,2020年5月16日
湘南ステークス ,1600,左,雨,芝,稍重,2020年5月16日
第65回京王杯スプリングC(G2),1400,左,雨,芝,稍重,2020年5月16日
4歳以上2勝クラス,1600,左,雨,ダート,稍重,2020年5月16日
3歳未勝利,1400,左,晴,ダート,稍重,2020年5月17日
3歳未勝利,1600,左,晴,ダート,稍重,2020年5月17日
3歳未勝利,2100,左,晴,ダート,稍重,2020年5月17日
3歳未勝利,1400,左,晴,芝,稍重,2020年5月17日
3歳1勝クラス,2000,左,晴,芝,良,2020年5月17日
4歳以上1勝クラス,1400,左,晴,ダート,稍重,2020年5月17日
4歳以上1勝クラス,1400,左,晴,芝,良,2020年5月17日
4歳以上2勝クラス,1600,左,晴,芝,良,2020年5月17日
テレ玉杯 ,2000,左,晴,芝,良,2020年5月17日
青竜ステークス ,1600,左,晴,ダート,良,2020年5月17日
第15回ヴィクトリアマイル(G1),1600,左,晴,芝,良,2020年5月17日
BSイレブン賞 ,1400,左,晴,ダート,良,2020年5月17日
3歳未勝利,1600,左,晴,ダート,稍重,2020年5月23日
3歳未勝利,1400,左,曇,ダート,稍重,2020年5月23日
3歳未勝利,2100,左,曇,ダート,稍重,2020年5月23日
3歳未勝利,1400,左,曇,芝,良,2020年5月23日
3歳未勝利,1600,左,曇,芝,良,2020年5月23日
3歳1勝クラス,2100,左,曇,ダート,稍重,2020年5月23日
4歳以上1勝クラス,2000,左,曇,芝,良,2020年5月23日
4歳以上1勝クラス,1400,左,曇,ダート,稍重,2020年5月23日
カーネーションカップ ,1800,左,晴,芝,良,2020年5月23日
高尾特別 ,1400,左,晴,芝,良,2020年5月23日
メイステークス ,1800,左,晴,芝,良,2020年5月23日
4歳以上2勝クラス,1600,左,晴,ダート,稍重,2020年5月23日
3歳未勝利,1400,左,晴,ダート,良,2020年5月24日
3歳未勝利,1600,左,晴,ダート,良,2020年5月24日
3歳未勝利,2000,左,晴,芝,良,2020年5月24日
3歳未勝利,2400,左,晴,芝,良,2020年5月24日
3歳1勝クラス,1400,左,晴,ダート,良,2020年5月24日
3歳1勝クラス,1600,左,晴,芝,良,2020年5月24日
4歳以上1勝クラス,1600,左,晴,ダート,良,2020年5月24日
調布特別 ,1800,左,晴,芝,良,2020年5月24日
丹沢ステークス ,2100,左,晴,ダート,良,2020年5月24日
フリーウェイS ,1400,左,晴,芝,良,2020年5月24日
第81回優駿牝馬(G1),2400,左,晴,芝,良,2020年5月24日
是政特別 ,2100,左,晴,ダート,良,2020年5月24日
3歳未勝利,1600,左,晴,ダート,良,2020年5月30日
3歳未勝利,1600,左,晴,芝,良,2020年5月30日
3歳未勝利,1800,左,晴,芝,良,2020年5月30日
3歳1勝クラス,1400,左,晴,芝,良,2020年5月30日
3歳1勝クラス,2400,左,晴,芝,良,2020年5月30日
4歳以上1勝クラス,1600,左,晴,ダート,良,2020年5月30日
4歳以上1勝クラス,2100,左,晴,ダート,良,2020年5月30日
富嶽賞 ,1400,左,晴,ダート,良,2020年5月30日
葉山特別 ,1600,左,晴,芝,良,2020年5月30日
欅ステークス ,1400,左,晴,ダート,良,2020年5月30日
4歳以上2勝クラス,1600,左,晴,ダート,良,2020年5月30日
3歳未勝利,1300,左,曇,ダート,良,2020年5月31日
3歳未勝利,1600,左,曇,ダート,良,2020年5月31日
3歳未勝利,1400,左,雨,ダート,良,2020年5月31日
3歳未勝利,2000,左,曇,芝,良,2020年5月31日
3歳1勝クラス,1600,左,曇,ダート,良,2020年5月31日
4歳以上1勝クラス,1400,左,曇,ダート,良,2020年5月31日
4歳以上1勝クラス,1600,左,曇,芝,良,2020年5月31日
青嵐賞 ,2400,左,曇,芝,良,2020年5月31日
薫風ステークス ,1600,左,曇,ダート,良,2020年5月31日
むらさき賞 ,1800,左,曇,芝,良,2020年5月31日
第87回東京優駿(G1),2400,左,曇,芝,良,2020年5月31日
第134回目黒記念(G2),2500,左,曇,芝,良,2020年5月31日
3歳未勝利,1400,左,曇,ダート,良,2020年6月6日
3歳未勝利,1300,左,曇,ダート,良,2020年6月6日
3歳未勝利,1600,左,曇,芝,良,2020年6月6日
2歳新馬,1600,左,曇,芝,良,2020年6月6日
3歳未勝利,1600,左,曇,ダート,良,2020年6月6日
3歳以上1勝クラス,1400,左,曇,ダート,良,2020年6月6日
3歳以上1勝クラス,2300,左,曇,芝,良,2020年6月6日
国分寺特別 ,1800,左,曇,芝,良,2020年6月6日
由比ヶ浜特別 ,1400,左,曇,芝,良,2020年6月6日
スレイプニルS ,2100,左,曇,ダート,良,2020年6月6日
3歳以上2勝クラス,1600,左,曇,ダート,良,2020年6月6日
3歳未勝利,1600,左,曇,ダート,不良,2020年6月7日
3歳未勝利,2100,左,晴,ダート,不良,2020年6月7日
3歳未勝利,1400,左,晴,ダート,不良,2020年6月7日
3歳未勝利,2400,左,晴,芝,稍重,2020年6月7日
2歳新馬,1600,左,晴,芝,稍重,2020年6月7日
2歳新馬,1400,左,晴,芝,稍重,2020年6月7日
3歳以上1勝クラス,1600,左,晴,ダート,重,2020年6月7日
3歳以上1勝クラス,1400,左,晴,芝,稍重,2020年6月7日
ホンコンJCT ,2000,左,晴,芝,稍重,2020年6月7日
麦秋ステークス ,1400,左,晴,ダート,重,2020年6月7日
第70回安田記念(G1),1600,左,晴,芝,稍重,2020年6月7日
小金井特別 ,1400,左,晴,ダート,重,2020年6月7日
3歳未勝利,1400,左,雨,ダート,不良,2020年6月13日
3歳未勝利,1600,左,雨,ダート,不良,2020年6月13日
3歳未勝利,1300,左,雨,ダート,不良,2020年6月13日
2歳新馬,1400,左,雨,芝,不良,2020年6月13日
3歳未勝利,2100,左,雨,ダート,不良,2020年6月13日
3歳未勝利,1600,左,雨,芝,不良,2020年6月13日
3歳以上1勝クラス,2000,左,雨,芝,不良,2020年6月13日
八丈島特別 ,1600,左,雨,芝,不良,2020年6月13日
三浦特別 ,1300,左,雨,ダート,不良,2020年6月13日
ジューンステークス ,2400,左,雨,芝,不良,2020年6月13日
3歳以上1勝クラス,1600,左,雨,ダート,不良,2020年6月13日
3歳未勝利,1600,左,曇,ダート,不良,2020年6月14日
3歳未勝利,1400,左,雨,芝,不良,2020年6月14日
3歳未勝利,1600,左,雨,ダート,不良,2020年6月14日
3歳未勝利,2000,左,雨,芝,不良,2020年6月14日
2歳新馬,1800,左,雨,芝,不良,2020年6月14日
3歳未勝利,1400,左,雨,ダート,不良,2020年6月14日
3歳以上1勝クラス,2100,左,雨,ダート,不良,2020年6月14日
3歳以上1勝クラス,1600,左,雨,芝,不良,2020年6月14日
八王子特別 ,2100,左,曇,ダート,不良,2020年6月14日
芦ノ湖特別 ,1600,左,曇,芝,不良,2020年6月14日
第37回エプソムカップ(G3),1800,左,曇,芝,不良,2020年6月14日
3歳以上1勝クラス,1300,左,曇,ダート,不良,2020年6月14日
3歳未勝利,1400,左,晴,ダート,不良,2020年6月20日
3歳未勝利,2100,左,晴,ダート,不良,2020年6月20日
3歳未勝利,1600,左,晴,ダート,不良,2020年6月20日
2歳新馬,1400,左,晴,芝,稍重,2020年6月20日
3歳未勝利,1600,左,晴,芝,稍重,2020年6月20日
3歳以上1勝クラス,2000,左,晴,芝,稍重,2020年6月20日
3歳以上1勝クラス,1600,左,晴,ダート,重,2020年6月20日
町田特別 ,2400,左,晴,芝,稍重,2020年6月20日
相模湖特別 ,1400,左,晴,芝,稍重,2020年6月20日
夏至ステークス ,1600,左,晴,ダート,重,2020年6月20日
3歳以上1勝クラス,1400,左,晴,ダート,重,2020年6月20日
2歳未勝利,1400,左,曇,芝,稍重,2020年6月21日
3歳未勝利,1600,左,曇,ダート,稍重,2020年6月21日
3歳未勝利,1400,左,晴,ダート,稍重,2020年6月21日
3歳未勝利,1600,左,晴,ダート,稍重,2020年6月21日
2歳新馬,1600,左,晴,芝,稍重,2020年6月21日
3歳未勝利,1800,左,晴,芝,稍重,2020年6月21日
3歳以上1勝クラス,1400,左,晴,ダート,稍重,2020年6月21日
3歳以上1勝クラス,2400,左,晴,芝,稍重,2020年6月21日
青梅特別 ,1600,左,曇,ダート,稍重,2020年6月21日
多摩川ステークス ,1400,左,曇,芝,稍重,2020年6月21日
第25回ユニコーンステークス(G3),1600,左,曇,ダート,稍重,2020年6月21日
3歳以上1勝クラス,1400,左,曇,芝,稍重,2020年6月21日
2歳未勝利,1600,左,曇,芝,良,2020年6月27日
3歳未勝利,1600,左,曇,ダート,稍重,2020年6月27日
3歳未勝利,1300,左,曇,ダート,稍重,2020年6月27日
3歳未勝利,1400,左,曇,芝,良,2020年6月27日
2歳新馬,1800,左,晴,芝,良,2020年6月27日
3歳未勝利,1400,左,晴,ダート,稍重,2020年6月27日
3歳以上1勝クラス,2100,左,晴,ダート,稍重,2020年6月27日
清里特別 ,1400,左,晴,ダート,稍重,2020年6月27日
八ヶ岳特別 ,1800,左,晴,芝,良,2020年6月27日
アハルテケステークス ,1600,左,晴,ダート,稍重,2020年6月27日
3歳以上1勝クラス,1600,左,曇,芝,良,2020年6月27日
3歳未勝利,1600,左,雨,ダート,不良,2020年6月28日
3歳未勝利,2100,左,雨,ダート,不良,2020年6月28日
3歳未勝利,1800,左,雨,芝,不良,2020年6月28日
3歳未勝利,2400,左,雨,芝,不良,2020年6月28日
2歳新馬,1600,左,雨,芝,不良,2020年6月28日
2歳新馬,1400,左,曇,ダート,不良,2020年6月28日
3歳以上1勝クラス,1600,左,曇,ダート,不良,2020年6月28日
3歳以上1勝クラス,2000,左,曇,芝,不良,2020年6月28日
日野特別 ,1600,左,曇,ダート,不良,2020年6月28日
江の島ステークス ,1800,左,曇,芝,不良,2020年6月28日
パラダイスステークス(L),1400,左,曇,芝,不良,2020年6月28日
3歳以上1勝クラス,1400,左,曇,ダート,不良,2020年6月28日
2歳未勝利,1400,左,雨,ダート,不良,2020年10月10日
2歳未勝利,1800,左,雨,芝,不良,2020年10月10日
2歳未勝利,1400,左,雨,芝,不良,2020年10月10日
2歳新馬,1600,左,雨,ダート,不良,2020年10月10日
2歳新馬,1600,左,雨,芝,不良,2020年10月10日
3歳以上1勝クラス,2100,左,雨,ダート,不良,2020年10月10日
3歳以上1勝クラス,1600,左,雨,ダート,不良,2020年10月10日
3歳以上1勝クラス,1400,左,雨,芝,不良,2020年10月10日
山中湖特別 ,2000,左,雨,芝,不良,2020年10月10日
神無月ステークス ,1600,左,雨,ダート,不良,2020年10月10日
第6回サウジアラビアRC(G3),1600,左,雨,芝,不良,2020年10月10日
3歳以上2勝クラス,1400,左,雨,ダート,不良,2020年10月10日
2歳未勝利,1300,左,曇,ダート,不良,2020年10月11日
2歳未勝利,1600,左,曇,芝,重,2020年10月11日
2歳新馬,1400,左,曇,芝,重,2020年10月11日
2歳新馬,2000,左,曇,芝,稍重,2020年10月11日
3歳以上1勝クラス,1400,左,曇,ダート,重,2020年10月11日
3歳以上1勝クラス,1800,左,曇,芝,稍重,2020年10月11日
3歳以上2勝クラス,2100,左,曇,ダート,重,2020年10月11日
六社ステークス ,2400,左,曇,芝,稍重,2020年10月11日
グリーンチャンネルC(L),1400,左,曇,ダート,重,2020年10月11日
第71回毎日王冠(G2),1800,左,曇,芝,稍重,2020年10月11日
3歳以上2勝クラス,1400,左,曇,芝,稍重,2020年10月11日
2歳未勝利,1400,左,雨,ダート,稍重,2020年10月17日
2歳未勝利,1600,左,雨,芝,稍重,2020年10月17日
2歳未勝利,1800,左,雨,芝,稍重,2020年10月17日
2歳新馬,1400,左,雨,ダート,稍重,2020年10月17日
2歳新馬,1600,左,雨,芝,重,2020年10月17日
3歳以上1勝クラス,1400,左,雨,ダート,重,2020年10月17日
3歳以上1勝クラス,1600,左,雨,ダート,重,2020年10月17日
3歳以上2勝クラス,2400,左,雨,芝,重,2020年10月17日
プラタナス賞 ,1600,左,雨,ダート,重,2020年10月17日
白秋ステークス ,1400,左,雨,芝,重,2020年10月17日
第68回アイルランド府中牝馬(G2),1800,左,雨,芝,重,2020年10月17日
3歳以上2勝クラス,1600,左,雨,ダート,重,2020年10月17日
2歳未勝利,1400,左,晴,芝,重,2020年10月18日
2歳未勝利,2000,左,晴,芝,重,2020年10月18日
2歳未勝利,1600,左,晴,ダート,重,2020年10月18日
2歳新馬,1400,左,晴,芝,重,2020年10月18日
2歳新馬,1800,左,晴,芝,稍重,2020年10月18日
3歳以上1勝クラス,1300,左,晴,ダート,重,2020年10月18日
3歳以上1勝クラス,2400,左,晴,芝,稍重,2020年10月18日
3歳以上2勝クラス,1400,左,晴,ダート,重,2020年10月18日
テレビ静岡賞 ,1400,左,曇,ダート,重,2020年10月18日
オクトーバーS(L),2000,左,曇,芝,稍重,2020年10月18日
鷹巣山特別 ,1600,左,曇,芝,稍重,2020年10月18日
2歳未勝利,1400,左,晴,ダート,稍重,2020年10月24日
2歳未勝利,1600,左,晴,芝,稍重,2020年10月24日
2歳未勝利,1400,左,晴,芝,稍重,2020年10月24日
2歳新馬,1600,左,晴,ダート,稍重,2020年10月24日
2歳新馬,2000,左,晴,芝,稍重,2020年10月24日
3歳以上1勝クラス,1400,左,晴,ダート,稍重,2020年10月24日
3歳以上1勝クラス,2100,左,晴,ダート,稍重,2020年10月24日
3歳以上2勝クラス,1400,左,晴,芝,良,2020年10月24日
アイビーステークス(L),1800,左,晴,芝,良,2020年10月24日
赤富士ステークス ,2100,左,晴,ダート,稍重,2020年10月24日
第23回富士ステークス(G2),1600,左,晴,芝,良,2020年10月24日
3歳以上2勝クラス,1600,左,晴,ダート,稍重,2020年10月24日
2歳未勝利,2000,左,晴,芝,良,2020年10月25日
2歳新馬,1300,左,晴,ダート,良,2020年10月25日
2歳新馬,1600,左,晴,芝,良,2020年10月25日
2歳1勝クラス,1400,左,晴,芝,良,2020年10月25日
3歳以上1勝クラス,1600,左,晴,ダート,良,2020年10月25日
3歳以上1勝クラス,1400,左,晴,ダート,良,2020年10月25日
3歳以上1勝クラス,1600,左,晴,芝,良,2020年10月25日
tvk賞 ,1800,左,晴,芝,良,2020年10月25日
甲斐路ステークス ,2000,左,晴,芝,良,2020年10月25日
ブラジルカップ(L),2100,左,晴,ダート,良,2020年10月25日
3歳以上2勝クラス,1300,左,晴,ダート,良,2020年10月25日
2歳未勝利,1600,左,晴,ダート,良,2020年10月31日
2歳未勝利,1600,左,晴,芝,良,2020年10月31日
2歳未勝利,1800,左,晴,芝,良,2020年10月31日
2歳新馬,1400,左,晴,ダート,良,2020年10月31日
2歳新馬,1400,左,晴,芝,良,2020年10月31日
2歳新馬,1600,左,晴,ダート,良,2020年10月31日
3歳以上1勝クラス,1600,左,晴,ダート,良,2020年10月31日
3歳以上1勝クラス,2000,左,晴,芝,良,2020年10月31日
昇仙峡特別 ,2100,左,晴,ダート,良,2020年10月31日
キタサンブラックM ,1600,左,晴,芝,良,2020年10月31日
第9回アルテミスステークス(G3),1600,左,晴,芝,良,2020年10月31日
3歳以上1勝クラス,1300,左,晴,ダート,良,2020年10月31日
2歳未勝利,1600,左,晴,ダート,良,2020年11月1日
2歳未勝利,1400,左,晴,ダート,良,2020年11月1日
2歳未勝利,2000,左,晴,芝,良,2020年11月1日
2歳新馬,1800,左,晴,芝,良,2020年11月1日
2歳新馬,1600,左,晴,芝,良,2020年11月1日
3歳以上1勝クラス,1600,左,晴,ダート,良,2020年11月1日
3歳以上1勝クラス,1400,左,晴,芝,良,2020年11月1日
本栖湖特別 ,2400,左,晴,芝,良,2020年11月1日
国立特別 ,1600,左,晴,芝,良,2020年11月1日
秋嶺ステークス ,1300,左,曇,ダート,良,2020年11月1日
第162回天皇賞(秋)(G1),2000,左,曇,芝,良,2020年11月1日
河口湖特別 ,1400,左,曇,ダート,良,2020年11月1日
2歳未勝利,1600,左,曇,ダート,良,2020年11月7日
2歳未勝利,1400,左,曇,ダート,良,2020年11月7日
2歳未勝利,1600,左,曇,芝,良,2020年11月7日
2歳未勝利,2000,左,曇,芝,良,2020年11月7日
2歳新馬,1600,左,曇,ダート,良,2020年11月7日
2歳新馬,1300,左,曇,ダート,良,2020年11月7日
2歳新馬,1600,左,曇,芝,良,2020年11月7日
3歳以上1勝クラス,1400,左,曇,ダート,良,2020年11月7日
精進湖特別 ,2000,左,曇,芝,良,2020年11月7日
ノベンバーステークス ,1800,左,曇,芝,良,2020年11月7日
第56回京王杯2歳ステークス(G2),1400,左,曇,芝,良,2020年11月7日
3歳以上2勝クラス,1600,左,曇,ダート,良,2020年11月7日
2歳未勝利,1600,左,曇,ダート,良,2020年11月8日
2歳未勝利,1400,左,曇,芝,良,2020年11月8日
2歳未勝利,1300,左,曇,ダート,良,2020年11月8日
2歳未勝利,1800,左,晴,芝,良,2020年11月8日
2歳新馬,2000,左,晴,芝,良,2020年11月8日
2歳新馬,1600,左,晴,芝,良,2020年11月8日
3歳以上1勝クラス,2100,左,晴,ダート,良,2020年11月8日
3歳以上2勝クラス,1400,左,晴,ダート,良,2020年11月8日
百日草特別 ,2000,左,晴,芝,良,2020年11月8日
錦秋ステークス ,1600,左,曇,ダート,良,2020年11月8日
第58回アルゼンチン共和国杯(G2),2500,左,曇,芝,良,2020年11月8日
3歳以上2勝クラス,1400,左,曇,芝,良,2020年11月8日
2歳未勝利,1600,左,晴,ダート,良,2020年11月14日
2歳未勝利,1600,左,晴,芝,良,2020年11月14日
2歳未勝利,2000,左,晴,芝,良,2020年11月14日
2歳新馬,1800,左,晴,芝,良,2020年11月14日
2歳未勝利,1400,左,晴,ダート,良,2020年11月14日
2歳新馬,1400,左,晴,芝,良,2020年11月14日
3歳以上1勝クラス,1600,左,晴,ダート,良,2020年11月14日
3歳以上1勝クラス,1600,左,晴,芝,良,2020年11月14日
オキザリス賞 ,1400,左,晴,ダート,良,2020年11月14日
ユートピアステークス ,1800,左,晴,芝,良,2020年11月14日
第25回東京中日S杯武蔵野S(G3),1600,左,晴,ダート,良,2020年11月14日
3歳以上2勝クラス,1400,左,晴,ダート,良,2020年11月14日
2歳未勝利,1600,左,晴,ダート,良,2020年11月15日
2歳未勝利,1400,左,晴,芝,良,2020年11月15日
2歳未勝利,1400,左,晴,ダート,良,2020年11月15日
2歳未勝利,1800,左,晴,芝,良,2020年11月15日
2歳新馬,1600,左,晴,芝,良,2020年11月15日
2歳新馬,1600,左,晴,ダート,良,2020年11月15日
3歳以上1勝クラス,1400,左,晴,ダート,良,2020年11月15日
3歳以上2勝クラス,1800,左,晴,芝,良,2020年11月15日
神奈川新聞杯 ,1600,左,晴,芝,良,2020年11月15日
秋色ステークス ,1400,左,晴,ダート,良,2020年11月15日
オーロカップ(L),1400,左,晴,芝,良,2020年11月15日
3歳以上2勝クラス,1600,左,晴,ダート,良,2020年11月15日
2歳未勝利,1300,左,晴,ダート,良,2020年11月21日
2歳未勝利,1400,左,晴,ダート,良,2020年11月21日
2歳未勝利,1800,左,晴,芝,良,2020年11月21日
2歳新馬,1400,左,晴,ダート,良,2020年11月21日
2歳新馬,1600,左,晴,芝,良,2020年11月21日
2歳1勝クラス,1400,左,晴,芝,良,2020年11月21日
3歳以上1勝クラス,1600,左,晴,ダート,良,2020年11月21日
西湖特別 ,1600,左,晴,ダート,良,2020年11月21日
伊勢佐木特別 ,2100,左,晴,ダート,良,2020年11月21日
奥多摩ステークス ,1400,左,晴,芝,良,2020年11月21日
3歳以上1勝クラス,1800,左,晴,芝,良,2020年11月21日
2歳未勝利,1600,左,晴,ダート,良,2020年11月22日
2歳未勝利,1600,左,晴,芝,良,2020年11月22日
2歳未勝利,1400,左,晴,芝,良,2020年11月22日
2歳新馬,2000,左,晴,芝,良,2020年11月22日
2歳新馬,1600,左,晴,ダート,良,2020年11月22日
3歳以上1勝クラス,2100,左,晴,ダート,良,2020年11月22日
3歳以上1勝クラス,1300,左,晴,ダート,良,2020年11月22日
赤松賞 ,1600,左,晴,芝,良,2020年11月22日
南武特別 ,2400,左,晴,芝,良,2020年11月22日
霜月ステークス ,1400,左,晴,ダート,良,2020年11月22日
3歳以上2勝クラス,1800,左,晴,芝,良,2020年11月22日
2歳未勝利,1400,左,晴,ダート,良,2020年11月23日
2歳未勝利,1600,左,晴,芝,良,2020年11月23日
2歳未勝利,1600,左,晴,ダート,良,2020年11月23日
2歳未勝利,2000,左,晴,芝,良,2020年11月23日
2歳新馬,1800,左,晴,芝,良,2020年11月23日
2歳新馬,1400,左,晴,芝,良,2020年11月23日
3歳以上1勝クラス,1600,左,晴,ダート,良,2020年11月23日
3歳以上1勝クラス,1400,左,晴,ダート,良,2020年11月23日
東村山特別 ,1300,左,曇,ダート,良,2020年11月23日
晩秋ステークス ,2100,左,曇,ダート,良,2020年11月23日
第25回東京スポーツ杯2歳S(G3),1800,左,曇,芝,良,2020年11月23日
3歳以上2勝クラス,1400,左,曇,芝,良,2020年11月23日
2歳未勝利,1600,左,晴,ダート,良,2020年11月28日
2歳未勝利,1400,左,晴,ダート,良,2020年11月28日
2歳未勝利,1800,左,晴,芝,良,2020年11月28日
2歳新馬,1600,左,晴,芝,良,2020年11月28日
2歳新馬,1600,左,晴,ダート,良,2020年11月28日
3歳以上1勝クラス,2400,左,晴,芝,良,2020年11月28日
3歳以上2勝クラス,1600,左,晴,芝,良,2020年11月28日
カトレアステークス ,1600,左,晴,ダート,良,2020年11月28日
銀嶺ステークス ,1400,左,晴,ダート,良,2020年11月28日
キャピタルステークス(L),1600,左,晴,芝,良,2020年11月28日
3歳以上2勝クラス,1400,左,晴,芝,良,2020年11月28日
2歳未勝利,1600,左,曇,ダート,良,2020年11月29日
2歳未勝利,1600,左,曇,芝,良,2020年11月29日
2歳未勝利,2000,左,曇,芝,良,2020年11月29日
3歳以上1勝クラス,1400,左,晴,ダート,良,2020年11月29日
3歳以上1勝クラス,1600,左,晴,ダート,良,2020年11月29日
2歳新馬,1800,左,曇,芝,良,2020年11月29日
3歳以上2勝クラス,1400,左,曇,ダート,良,2020年11月29日
ベゴニア賞 ,1600,左,曇,芝,良,2020年11月29日
オリエンタル賞 ,2000,左,曇,芝,良,2020年11月29日
シャングリラ賞 ,1600,左,曇,ダート,良,2020年11月29日
ウェルカムステークス ,2000,左,曇,芝,良,2020年11月29日
第40回ジャパンカップ(G1),2400,左,曇,芝,良,2020年11月29日
3歳未勝利,1200,右,晴,ダート,良,2020年1月5日
3歳未勝利,1800,右,晴,ダート,良,2020年1月5日
3歳未勝利,1200,右,晴,ダート,良,2020年1月5日
3歳新馬,1800,右,晴,ダート,良,2020年1月5日
3歳1勝クラス,2000,右,晴,芝,良,2020年1月5日
4歳以上1勝クラス,1800,右,晴,ダート,良,2020年1月5日
4歳以上1勝クラス,2000,右,晴,芝,良,2020年1月5日
4歳以上2勝クラス,1200,右,晴,ダート,良,2020年1月5日
招福ステークス ,1800,右,晴,ダート,良,2020年1月5日
第69回日刊スポ賞中山金杯(G3),2000,右,晴,芝,良,2020年1月5日
3歳未勝利,1200,右,晴,ダート,良,2020年1月6日
3歳未勝利,1800,右,晴,ダート,良,2020年1月6日
3歳未勝利,1800,右,晴,ダート,良,2020年1月6日
3歳新馬,1200,右,晴,ダート,良,2020年1月6日
3歳未勝利,2000,右,晴,芝,良,2020年1月6日
3歳新馬,1800,右,晴,ダート,良,2020年1月6日
4歳以上1勝クラス,2400,右,晴,ダート,良,2020年1月6日
4歳以上1勝クラス,1200,右,晴,ダート,良,2020年1月6日
初茜賞 ,1800,右,晴,ダート,良,2020年1月6日
4歳以上2勝クラス,2000,右,晴,芝,良,2020年1月6日
3歳未勝利,1200,右,曇,ダート,良,2020年1月11日
3歳未勝利,1800,右,曇,ダート,良,2020年1月11日
3歳未勝利,1200,右,曇,ダート,良,2020年1月11日
3歳新馬,1800,右,曇,ダート,良,2020年1月11日
4歳以上1勝クラス,1800,右,曇,ダート,良,2020年1月11日
4歳以上1勝クラス,1800,右,曇,ダート,良,2020年1月11日
頌春賞 ,1200,右,晴,ダート,良,2020年1月11日
3歳未勝利,1200,右,曇,ダート,良,2020年1月12日
3歳未勝利,1800,右,曇,ダート,良,2020年1月12日
3歳未勝利,1800,右,曇,ダート,良,2020年1月12日
3歳新馬,2000,右,曇,芝,良,2020年1月12日
4歳以上1勝クラス,1800,右,曇,ダート,良,2020年1月12日
4歳以上1勝クラス,1200,右,曇,ダート,良,2020年1月12日
黒竹賞 ,1800,右,曇,ダート,良,2020年1月12日
ポルックスステークス ,1800,右,曇,ダート,良,2020年1月12日
3歳未勝利,1200,右,晴,ダート,良,2020年1月13日
3歳未勝利,1800,右,晴,ダート,良,2020年1月13日
3歳未勝利,1800,右,晴,ダート,良,2020年1月13日
3歳新馬,1200,右,晴,ダート,良,2020年1月13日
3歳未勝利,2000,右,晴,芝,良,2020年1月13日
4歳以上1勝クラス,1200,右,晴,ダート,良,2020年1月13日
4歳以上2勝クラス,1800,右,晴,ダート,良,2020年1月13日
成田特別 ,2400,右,晴,ダート,良,2020年1月13日
初春ステークス ,1200,右,晴,ダート,良,2020年1月13日
3歳未勝利,1200,右,雨,ダート,稍重,2020年1月18日
3歳未勝利,1800,右,雨,ダート,稍重,2020年1月18日
3歳新馬,1800,右,雪,ダート,稍重,2020年1月18日
3歳未勝利,2000,右,小雪,芝,稍重,2020年1月18日
4歳以上1勝クラス,2400,右,小雪,ダート,稍重,2020年1月18日
4歳以上1勝クラス,1200,右,小雪,ダート,稍重,2020年1月18日
4歳以上1勝クラス,1200,右,小雪,ダート,稍重,2020年1月18日
初凪賞 ,1800,右,小雨,ダート,稍重,2020年1月18日
4歳以上2勝クラス,1800,右,小雨,芝,稍重,2020年1月18日
3歳未勝利,1200,右,晴,ダート,稍重,2020年1月19日
3歳未勝利,1800,右,晴,ダート,稍重,2020年1月19日
3歳未勝利,1800,右,晴,ダート,稍重,2020年1月19日
3歳1勝クラス,1200,右,晴,ダート,稍重,2020年1月19日
4歳以上1勝クラス,1800,右,晴,ダート,稍重,2020年1月19日
4歳以上2勝クラス,1200,右,晴,ダート,稍重,2020年1月19日
初富士ステークス ,1800,右,晴,芝,稍重,2020年1月19日
ジャニュアリーS ,1200,右,晴,ダート,稍重,2020年1月19日
第60回京成杯(G3),2000,右,晴,芝,稍重,2020年1月19日
3歳未勝利,1200,右,曇,ダート,稍重,2020年1月25日
3歳未勝利,1800,右,曇,ダート,稍重,2020年1月25日
3歳未勝利,1800,右,曇,ダート,稍重,2020年1月25日
3歳新馬,1200,右,晴,ダート,稍重,2020年1月25日
3歳新馬,2000,右,曇,芝,良,2020年1月25日
4歳以上1勝クラス,1800,右,曇,ダート,良,2020年1月25日
4歳以上2勝クラス,1200,右,曇,ダート,良,2020年1月25日
呉竹賞 ,1800,右,曇,ダート,良,2020年1月25日
アレキサンドライトS ,1800,右,曇,ダート,良,2020年1月25日
3歳未勝利,1200,右,小雨,ダート,稍重,2020年1月26日
3歳未勝利,1800,右,小雨,ダート,稍重,2020年1月26日
3歳未勝利,1200,右,小雨,ダート,稍重,2020年1月26日
3歳新馬,1800,右,曇,ダート,稍重,2020年1月26日
4歳以上1勝クラス,1200,右,曇,ダート,稍重,2020年1月26日
4歳以上1勝クラス,1800,右,曇,ダート,稍重,2020年1月26日
若竹賞 ,1800,右,曇,芝,稍重,2020年1月26日
初霞賞 ,1800,右,曇,ダート,稍重,2020年1月26日
4歳以上2勝クラス,2000,右,曇,芝,稍重,2020年1月26日
3歳未勝利,1800,右,曇,ダート,良,2020年2月29日
3歳未勝利,1200,右,曇,ダート,良,2020年2月29日
3歳未勝利,1800,右,晴,ダート,良,2020年2月29日
3歳1勝クラス,1800,右,晴,ダート,良,2020年2月29日
3歳新馬,2000,右,晴,芝,良,2020年2月29日
4歳以上1勝クラス,1800,右,晴,ダート,良,2020年2月29日
デイジー賞 ,1800,右,晴,芝,良,2020年2月29日
